Player;Pos;Squad;Min;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Expected Assists;Shot-Created Actions;Completed Passes into Penalty Box;Passes Completed %;Key Passes;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Thomas Foket;FB;Reims;3324;0.01;0.03;0.05;1.22;0.73;79.7;0.73;0.57;72.4;0.62;3.6
Ramón Folch;CM;Elche;1;0;0;0;0;0;0;0;0;0;0;0
Lamine Fomba;CM;Nîmes;2175;0.1;0.09;0.04;1.24;0.45;82.4;0.66;0.83;62.5;1.65;7.73
Thomas Fontaine;CB;Lorient;320;0.03;0.07;0;0;0;89;0;0;0;0;3.06
José Fontán;FB;Celta Vigo;652;0.08;0.11;0;0.56;0.28;81.8;0;0.56;100;0.28;3.33
José Fonte;CB;Lille;3185;0.03;0.05;0.01;0.73;0.23;90.6;0.28;0.25;100;0.11;1.98
Fernando Forestieri;AM;Udinese;552;0.2;0.11;0.23;2.62;1.64;77.6;1.48;1.97;75;1.48;6.39
Pablo Fornals;AM;West Ham;2572;0.23;0.13;0.09;2.48;1.12;77.3;1.05;0.73;41.2;1.15;4.2
Emil Forsberg;W;RB Leipzig;1539;0.21;0.11;0.31;4.39;1.46;77.4;1.93;1.58;79.4;1.81;5.73
Fraser Forster;GK;Southampton;720;0;0;0;0;0;56.2;0;0;0;0;0.13
Philipp Förster;AM;Stuttgart;1509;0.2;0.16;0.15;3.45;1.85;79.1;1.55;0.89;48.4;1.01;4.64
Steven Fortes;CB;Lens;1435;0.01;0.05;0.01;0.57;0;88.2;0.13;0.25;66.7;0.13;3.52
Yassin Fortune;FW;Angers;15;0;0;0;0;0;75;0;0;0;0;5
Timothy Fosu-Mensah;FB;Manchester Utd;80;0;0.03;0.33;4.44;1.11;86.7;2.22;0;0;2.22;2.22
Timothy Fosu-Mensah;FB;Leverkusen;409;0.04;0.07;0.02;1.33;1.33;86.4;0.67;0.89;57.1;1.56;3.78
Daam Foulon;FB;Benevento;1021;0;0.02;0.03;0.88;0.53;73.8;0.53;0.44;41.7;0.35;3.45
Dimitri Foulquier;FB;Granada;2663;0.01;0.04;0.06;0.78;0.41;76.2;0.34;0.88;48.1;1.08;3.31
Juan Foyth;CB;Villarreal;1168;0.01;0.1;0.02;0.85;0.85;88.6;0.23;2;86.7;0.69;5
Gianluca Frabotta;FB;Juventus;689;0.03;0.05;0.16;1.95;0.65;83.3;0.65;0.65;45.5;1.04;3.38
Raphael Framberger;FB;Augsburg;1540;0;0.02;0.12;1.23;0.76;66.1;0.64;0.76;41.9;1.05;3.16
Tyrese Francois;CM;Fulham;15;0;0;0;0;0;93.3;0;0;0;0;5
Ryan Fraser;W;Newcastle Utd;928;0.09;0.07;0.2;3.69;0.97;65.9;2.43;0.39;57.1;0.78;1.84
Fred;CM;Manchester Utd;2390;0.07;0.08;0.09;2.52;0.68;88.2;0.9;0.9;75;1.28;7.52
Ryan Fredericks;FB;West Ham;569;0.05;0.1;0.19;3.33;2.06;72.8;2.06;0.32;33.3;0;2.06
Remo Freuler;CM;Atalanta;2712;0.07;0.1;0.1;2.59;1.53;88.3;0.96;1.26;76;1.33;6.25
Marco Friedl;CB;Werder Bremen;2785;0.02;0.08;0.02;0.78;0.29;81.1;0.29;0.26;47.1;0.45;3.2
Marvin Friedrich;CB;Union Berlin;3060;0.04;0.06;0.02;0.76;0.35;80.9;0.35;0.35;60;0.35;4.5
Jeremie Frimpong;FB;Leverkusen;436;0.02;0.04;0.13;2.08;1.67;83.2;0.83;3.75;50;2.71;5.83
Jorge de Frutos;W;Levante;2186;0.14;0.12;0.22;3;1.03;67.8;1.6;1.98;55.2;1.98;5.14
Christian Fuchs;FB;Leicester City;702;0.01;0.02;0;0.38;0.26;81.2;0.13;0;0;0.13;2.95
Angelo Fulgini;CM;Angers;2725;0.16;0.08;0.15;3.73;1.42;81;1.88;2.71;55;3.2;3.1
Niclas Füllkrug;FW;Werder Bremen;877;0.46;0.14;0.02;1.86;0.1;58.3;0.62;1.24;54.5;1.34;4.85
Ramiro Funes Mori;CB;Villarreal;727;0.15;0.31;0;0.37;0.12;88.1;0;0;0;0.12;1.98
Darnell Furlong;FB;West Brom;2932;0.06;0.08;0.06;1.04;0.55;59.5;0.52;0.37;44.4;0.46;2.52
Daniel Fuzato;GK;Roma;450;0;0;0;0;0;73.9;0;0;0;0;0
Baptiste Gabard;CM;Saint-Étienne;133;0;0;0;0.67;1.33;78.2;0.67;0.67;100;4;11.3
Matteo Gabbia;CB;Milan;557;0.1;0.12;0;0.48;0;92.7;0.16;0;0;0;3.39
Manolo Gabbiadini;FW;Sampdoria;870;0.3;0.1;0.19;2.68;0.93;73.3;1.24;0.52;62.5;0.62;2.89
Mijat Gaćinović;AM;Hoffenheim;822;0.2;0.14;0.21;2.64;0.77;76.5;1.1;0.66;30;1.54;5.6
Roberto Gagliardini;CM;Inter;1232;0.09;0.07;0.09;1.24;0.58;85.9;0.51;0.51;63.6;0.66;4.6
Riccardo Gagliolo;FB;Parma;1956;0.11;0.12;0.05;1.61;0.97;80.7;0.74;0.41;56.3;0.37;3.59
Adolfo Gaich;FW;Benevento;768;0.29;0.11;0.04;1.65;0.47;63.8;0.59;1.06;45;1.53;4.71
Andrey Galabinov;FW;Spezia;430;0.29;0.2;0.04;1.25;1.04;73.4;0.63;0.63;100;2.5;3.33
Javi Galán;FB;Huesca;3065;0.01;0.03;0.09;2.02;1.47;78.2;1.17;3.34;77.6;1.47;5.48
Conor Gallagher;CM;West Brom;2531;0.06;0.06;0.06;1.46;0.53;77.8;0.64;1.35;64.4;1.64;6.41
Enric Gallego;FW;Osasuna;806;0.17;0.1;0.08;1.78;0.56;57.8;0.89;0.33;27.3;1.33;5.11
Kévin Gameiro;FW;Valencia;1077;0.28;0.23;0.1;1.17;0.33;79.2;0.33;0.33;33.3;2;3.75
Idrissa Gana Gueye;CM;Paris Saint-Germain;1581;0.04;0.04;0.03;2.61;0.8;92.8;0.68;1.36;66.7;1.31;7.33
Ignatius Ganago;FW;Lens;1304;0.49;0.18;0.07;2.28;0.34;71.7;0.76;1.52;50;2.14;3.1
Aleix García;CM;Eibar;437;0.08;0.07;0.16;2.45;0.82;83;1.63;0.41;66.7;0.41;4.29
Borja García;AM;Huesca;1117;0.1;0.09;0.1;3.15;0.97;85;1.69;1.77;71;2.5;3.79
Dani García;CM;Athletic Club;1920;0.02;0.06;0.02;0.85;0.09;83.6;0.33;0.38;72.7;0.47;4.37
David García;CB;Osasuna;3150;0.04;0.11;0.01;0.23;0.06;75.5;0.11;0.03;100;0.03;3.69
Eric García;CB;Manchester City;383;0.02;0.06;0.02;0.93;0;93.6;0.47;0;0;0;3.02
Manu García;CM;Alavés;1124;0.06;0.07;0.02;0.88;0.16;71.5;0.4;0.16;33.3;0.88;5.76
Raúl García;GK;Valladolid;504;0.02;0.04;0.04;1.43;0.89;69.3;0.89;1.25;77.8;0.36;3.57
Raúl García;GK;Athletic Club;1743;0.21;0.09;0.07;1.7;0.93;62.3;0.93;0.41;47.1;1.13;4.9
Rubén García;W;Osasuna;2718;0.09;0.09;0.17;2.62;1.36;66.3;1.69;0.89;49.1;1.26;4.44
Sergi García;CM;Alavés;16;0;0;0;0;0;62.5;0;0;0;0;5
Unai García;CB;Osasuna;1242;0.04;0.12;0.01;0.58;0.14;78.4;0.22;0.29;100;0;2.32
Mario Gaspar;FB;Villarreal;1851;0.04;0.05;0.08;1.5;1.17;84.5;0.58;0.49;55.6;0.34;3.59
Manuel Gasparini;GK;Udinese;3;0;0;0;0;0;100;0;0;0;0;0
Dwight Gayle;FW;Newcastle Utd;514;0.35;0.13;0.09;2.28;0.35;79.8;1.05;0.18;33.3;0.53;3.86
Paulo Gazzaniga;GK;Elche;720;0;0;0.01;0.5;0.38;58;0.13;0;0;0;0.13
Jean-Philippe Gbamin;CM;Everton;12;0;0;0;0;0;66.7;0;0;0;10;20
Yann Gboho;W;Rennes;303;0.26;0.1;0.06;4.41;1.76;75.8;1.47;3.24;50;5.59;6.76
David de Gea;GK;Manchester Utd;2295;0;0;0;0.08;0;77.1;0;0;0;0;0
Christian Gebauer;W;Arminia;687;0.26;0.2;0.08;1.84;0.66;65.6;1.18;0.66;55.6;1.32;5.26
Theodor Gebre Selassie;FB;Werder Bremen;3032;0.04;0.07;0.04;1.13;0.71;76.3;0.59;0.12;36.4;0.42;4.3
Emrehan Gedikli;FW;Leverkusen;25;0;0;0;3.33;0;80;0;0;0;0;6.67
Dennis Geiger;CM;Hoffenheim;658;0.04;0.04;0.23;3.29;0.68;82.5;1.92;0.55;80;0.68;6.16
Christian Gentner;CM;Union Berlin;1033;0.03;0.05;0.09;1.57;0.78;78.9;0.61;0.61;63.6;0.78;6.35
Yannick Gerhardt;CM;Wolfsburg;1936;0.18;0.13;0.16;1.81;0.7;74.2;1.12;0.6;50;1.86;8.33
Valère Germain;FW;Marseille;857;0.19;0.22;0.01;0.53;0.21;72.1;0.21;0.21;33.3;0.63;3.79
Gervinho;W;Parma;2021;0.19;0.13;0.11;2.58;0.8;81.9;1.2;1.91;52.4;2;2.04
Willem Geubbels;W;Monaco;294;0.3;0.17;0.03;1.82;0.61;69.4;0.91;0;0;2.12;5.45
Hamadi Al Ghaddioui;FW;Stuttgart;46;0.4;0.17;0;4;0;66.7;0;0;0;0;6
Anwar El Ghazi;W;Aston Villa;1613;0.28;0.08;0.13;3.07;1.01;70.5;1.34;1.56;57.1;2.29;2.91
Paolo Ghiglione;W;Genoa;1358;0.04;0.06;0.13;2.12;1.26;67.4;1.32;0.4;27.3;0.4;3.71
Faouzi Ghoulam;FB;Napoli;289;0.03;0.03;0.13;3.75;2.5;79.4;2.19;0.94;75;0.63;2.19
Kieran Gibbs;FB;West Brom;809;0;0.05;0.03;0.44;0.33;72.2;0.33;0.22;66.7;0.33;2.22
Morgan Gibbs-White;CM;Wolves;414;0.22;0.11;0.13;3.7;0.65;80.9;1.96;1.52;53.8;1.3;8.04
Niko Gießelmann;FB;Union Berlin;430;0.02;0.02;0.06;1.25;0.83;64.1;0.63;0.42;40;0.63;4.17
Rafał Gikiewicz;GK;Augsburg;3060;0;0;0;0.09;0.03;69.6;0;0.03;100;0;0.09
David Gil;GK;Cádiz;360;0;0;0;0;0;35.8;0;0;0;0;0
Billy Gilmour;CM;Chelsea;261;0;0.04;0.03;1.38;0.34;89.3;1.03;0.34;33.3;1.03;6.21
Álvaro Giménez;FW;Cádiz;407;0.31;0.28;0;0.67;0.67;62.4;0.22;0;0;1.33;3.78
Daniel Ginczek;FW;Wolfsburg;215;0.17;0.11;0.13;2.08;0.83;57.9;1.67;1.25;60;1.67;5.83
Matthias Ginter;CB;Mönchengladbach;3060;0.06;0.09;0.06;0.88;0.56;85.8;0.32;0.29;76.9;0.12;2.12
Andrei Girotto;CB;Nantes;2668;0.04;0.04;0;0.64;0.27;82.2;0.14;0.17;62.5;0.17;4.56
Olivier Giroud;FW;Chelsea;748;0.58;0.17;0.08;1.81;0.12;74.2;0.84;0.36;60;1.08;4.22
Robert Glatzel;FW;Mainz 05;359;0.72;0.23;0.15;2.75;1.25;69.9;0.5;1.75;50;1.25;5.5
Kamil Glik;CB;Benevento;3206;0.09;0.11;0.03;0.37;0;89.7;0.11;0.11;66.7;0.08;3.4
Serge Gnabry;W;Bayern Munich;1644;0.44;0.13;0.25;4.32;2.3;78.1;1.8;1.97;54.5;1.58;5.03
Ben Godfrey;CB;Everton;2685;0.03;0.06;0.02;0.34;0.17;84.6;0.07;0.27;57.1;0.5;3.86
Diego Godín;CB;Cagliari;2508;0.03;0.07;0.02;0.72;0.11;85.7;0.25;0.5;100;0.22;3.69
Akaki Gogia;W;Union Berlin;140;0.06;0.07;0.25;3.13;0.63;80.7;1.25;2.5;66.7;1.88;1.88
Amer Gojak;AM;Torino;475;0.15;0.11;0.06;2.64;0.75;74.1;1.32;1.13;50;1.32;4.72
Edoardo Goldaniga;CB;Genoa;1857;0.02;0.06;0.05;0.58;0.58;73;0.34;0.24;50;0.29;3.2
Vladimir Golemić;CB;Crotone;2341;0.02;0.08;0.01;0.46;0.08;86.9;0.15;0.12;100;0.15;3.96
Pierluigi Gollini;GK;Atalanta;2156;0;0;0;0.13;0.04;75.4;0.04;0.04;100;0;0.08
Aleksandr Golovin;AM;Monaco;1069;0.24;0.1;0.4;4.12;1.68;68.8;3.03;1.51;69.2;1.85;7.82
Tomislav Gomelt;CM;Crotone;19;0;0;0;5;0;94.1;0;0;0;10;10
André Gomes;CM;Everton;1570;0.03;0.03;0.06;2.01;0.75;83.2;0.86;1.49;63.4;2.01;6.84
Dani Gómez;FW;Levante;1666;0.17;0.1;0.06;1.57;0.59;75.7;0.65;1.84;60.7;2.65;2.65
Ibai Gómez;W;Athletic Club;424;0.04;0.04;0.15;1.91;0.64;67.7;1.49;0.85;66.7;0.85;2.77
Joe Gomez;CB;Liverpool;590;0;0;0;0.3;0;90.2;0.15;0.61;100;0.91;2.27
Maxi Gómez;FW;Valencia;2689;0.23;0.13;0.03;1.61;0.2;67.5;0.4;0.4;57.1;1.07;1.94
Moi Gómez;W;Villarreal;2563;0.12;0.15;0.09;2.18;1.19;81.7;1.09;1.54;61.1;1.19;3.86
Papu Gómez;AM;Atalanta;666;0.3;0.08;0.19;4.86;4.32;82.4;2.16;2.97;73.3;1.35;2.97
Papu Gómez;AM;Sevilla;914;0.12;0.07;0.11;3.63;1.18;87.1;1.47;1.27;61.9;2.25;4.71
Sergi Gómez;CB;Sevilla;719;0;0.03;0;0;0;93.7;0;0;0;0;2.25
Sergio Gómez;AM;Huesca;792;0.07;0.06;0.14;2.16;0.57;72.3;1.7;1.7;57.7;1.36;5.57
Alfred Gomis;GK;Dijon;450;0;0;0;0;0;63.8;0;0;0;0;0.2
Alfred Gomis;GK;Rennes;1980;0;0;0;0.14;0;80;0;0;0;0;0
Maxime Gonalons;CM;Granada;1480;0.01;0.05;0.04;1.28;0.18;82.9;0.37;1.04;63;0.98;6.34
Vagner Gonçalves;W;Metz;967;0.26;0.15;0.12;2.99;0.75;75.9;1.21;1.4;46.9;2.34;4.39
Álvaro González;CB;Marseille;2831;0.03;0.06;0.01;0.41;0.13;89.3;0.1;0.13;100;0.16;2.06
Bruno González;CB;Valladolid;2263;0.01;0.06;0;0.16;0;78.1;0.04;0.16;80;0.04;3.11
Diego González;CB;Elche;1280;0.04;0.08;0.01;0.28;0;90.4;0.07;0.42;100;0.14;3.1
Nicolás González;W;Stuttgart;934;0.5;0.11;0.19;2.88;1.06;61.4;1.06;1.54;61.5;2.21;2.5
Sergio González;CM;Cádiz;90;0;0.02;0;1;0;69;1;0;0;3;4
Urko González;CB;Real Sociedad;47;0;0;0;2;0;90;2;0;0;0;6
Anthony Gordon;W;Everton;88;0;0;0;1;2;84.6;1;3;42.9;4;3
Leon Goretzka;CM;Bayern Munich;1705;0.22;0.1;0.14;2.43;1.43;88;1.06;0.63;63.2;0.42;5.87
Andoni Gorosabel;FB;Real Sociedad;2382;0.02;0.08;0.09;1.96;1.47;80.7;0.87;0.42;47.8;0.6;4.26
Robin Gosens;FB;Atalanta;2523;0.24;0.14;0.14;2.32;1.54;81.7;1;0.57;53.3;0.64;3.5
Amine Gouiri;FW;Nice;2747;0.36;0.15;0.17;3.97;1.28;76;1.61;1.74;50.5;2.07;2.95
Jeffrey Gouweleeuw;CB;Augsburg;2835;0.01;0.06;0.01;0.76;0.38;80.4;0.25;0.57;75;0.32;3.05
Jonathan Gradit;CB;Lens;2823;0;0.02;0.02;0.96;0.29;88.3;0.35;0.99;79.5;0.57;3.57
Karlan Grant;FW;West Brom;1127;0.17;0.13;0;0.88;0.48;73.2;0;0.96;57.1;1.6;3.28
Alberto Grassi;CM;Parma;1177;0.05;0.06;0.03;0.84;0.38;80.3;0.31;0.38;41.7;0.69;4.12
Andrew Gravillon;CB;Lorient;2272;0.04;0.07;0.01;0.56;0.32;77.2;0.24;0.24;75;0.16;2.42
Demarai Gray;W;Leicester City;19;0.5;0.09;0;0;0;63.6;0;0;0;5;5
Demarai Gray;W;Leverkusen;442;0.24;0.08;0.16;3.27;1.22;67;1.63;2.65;61.9;2.04;3.06
Adrian Grbić;FW;Lorient;961;0.32;0.11;0.05;1.21;0.19;61.7;0.37;0.56;42.9;1.4;3.08
Jack Grealish;W;Aston Villa;2185;0.18;0.09;0.35;6.17;2.96;78.5;3.42;2.51;65.6;1.93;4.12
Etienne Green;GK;Saint-Étienne;720;0;0;0;0;0;60.7;0;0;0;0;0.25
Mason Greenwood;W;Manchester Utd;1822;0.37;0.11;0.09;2.48;0.84;83.1;0.74;1.88;52.1;1.83;3.66
Michael Gregoritsch;AM;Augsburg;835;0.11;0.08;0.14;1.61;0.65;64.5;0.65;1.18;68.8;2.47;5.59
Clément Grenier;CM;Rennes;1078;0.15;0.07;0.25;3.83;1.08;79.8;2.42;0.75;52.9;1.08;3.67
Sebastian Griesbeck;CM;Union Berlin;890;0.04;0.11;0;0.61;0.3;74.1;0.1;0.1;25;1.31;5.56
Antoine Griezmann;AM;Barcelona;2604;0.43;0.18;0.19;3.04;1.25;87.4;1.45;0.87;65.8;0.83;4.6
Vincenzo Grifo;W;Freiburg;2313;0.19;0.09;0.24;4.63;1.4;74.5;2.45;1.36;52.2;1.44;2.3
Lennart Grill;GK;Leverkusen;360;0;0;0;0.25;0;89.4;0;0;0;0;0
Florian Grillitsch;CM;Hoffenheim;1879;0.1;0.1;0.08;2.01;1.48;85.8;0.67;0.91;82.6;0.91;4.88
Christian Groß;CM;Werder Bremen;1468;0.02;0.06;0.04;0.86;0.25;86.3;0.31;0.49;80;0.31;6.81
Pascal Groß;CM;Brighton;2484;0.09;0.09;0.2;3.99;1.81;75.5;2.43;0.4;55;0.8;4.06
Kamil Grosicki;W;West Brom;148;0.06;0.03;0.06;3.13;0.63;65.3;1.88;0.63;100;1.25;1.88
Ilia Gruev;CM;Werder Bremen;1;0;0;0;0;0;0;0;0;0;0;0
Carlos Gruezo;CM;Augsburg;2084;0.01;0.02;0.03;0.95;0.26;80.4;0.39;0.43;71.4;0.47;6.51
Vicente Guaita;GK;Crystal Palace;3330;0;0;0;0.05;0;55.4;0;0;0;0;0.03
Andrés Guardado;CM;Betis;1318;0.03;0.03;0.03;1.58;0.62;84.2;0.48;0.62;81.8;1.03;3.56
Sergi Guardiola;FW;Valladolid;1795;0.18;0.1;0.08;1.36;0.5;65.3;0.45;1.41;50.9;1.91;5.33
Nemanja Gudelj;CM;Sevilla;1041;0.02;0.02;0;0.6;0.17;93.9;0.17;0.26;75;0.26;4.66
Gonçalo Guedes;W;Valencia;2287;0.14;0.07;0.14;3.35;1.93;73.3;1.22;2.05;64.2;2.4;3.43
Mattéo Guendouzi;CM;Hertha BSC;1818;0.05;0.06;0.07;1.88;0.89;84.7;0.74;0.79;53.3;1.73;4.55
Raphaël Guerreiro;FB;Dortmund;2218;0.15;0.1;0.28;3.54;2.48;86.6;2.15;1.3;62.7;0.77;2.44
Evann Guessand;FW;Nice;29;0.33;0.09;0;3.33;0;50;0;3.33;100;0;10
Kelyan Guessoum;CB;Nîmes;1128;0.02;0.04;0;0.24;0.16;90.5;0;0.08;100;0.24;2.08
Ander Guevara;CM;Real Sociedad;2081;0.02;0.06;0.03;1.21;0.48;83.4;0.56;0.65;100;0.91;4.55
Lamine Gueye;W;Metz;1454;0.3;0.11;0.14;2.22;0.49;69.9;0.93;1.05;48.6;2.16;3.21
Pape Gueye;CM;Marseille;2058;0.06;0.08;0.06;1.22;0.39;84.2;0.26;0.52;63.2;0.87;5.15
John Guidetti;FW;Alavés;208;0.48;0.22;0;2.17;0.87;69.6;0.43;0.43;50;0.43;3.91
Josuha Guilavogui;CM;Wolfsburg;747;0.04;0.07;0.01;1.33;0.48;84;0.48;0.48;100;0.6;3.98
Frederic Guilbert;FB;Strasbourg;1114;0.05;0.04;0.1;1.85;1.21;68.4;1.13;1.77;62.9;1.21;5.97
Hugo Guillamón;CB;Valencia;1988;0.02;0.06;0;0.23;0.09;89.2;0;0.09;50;0.23;2.13
Bruno Guimarães;CM;Lyon;1754;0.08;0.07;0.09;2.92;1.64;89.4;0.77;1.08;75;0.87;7.23
Sehrou Guirassy;FW;Rennes;1764;0.37;0.14;0.16;2.86;0.31;77.3;1.33;1.38;62.8;2.19;2.4
Péter Gulácsi;GK;RB Leipzig;2970;0;0;0;0.06;0;86.7;0;0;0;0.03;0
Manuel Gulde;CB;Freiburg;1954;0.05;0.12;0;0.28;0;88.5;0;0.18;80;0;2.44
Robert Gumny;FB;Augsburg;1377;0.05;0.11;0.03;0.98;0.59;74.6;0.46;0.78;63.2;1.11;4.12
İlkay Gündoğan;CM;Manchester City;2029;0.33;0.14;0.2;3.69;1.56;91;1.87;1.33;69.8;0.62;2.89
Christian Günter;FB;Freiburg;3060;0.03;0.04;0.17;3;1.62;72.6;2.06;0.56;47.5;0.68;2.97
Koray Günter;CB;Hellas Verona;1768;0.02;0.05;0.02;0.61;0.1;88.7;0.26;0.31;100;0.05;3.62
Jon Guridi;CM;Real Sociedad;831;0.09;0.09;0.08;1.09;0.76;82.3;0.54;1.74;66.7;1.09;4.67
Malo Gusto;FB;Lyon;2;0;0;0;0;0;100;0;0;0;0;0
Raúl Guti;CM;Elche;2862;0.05;0.06;0.02;0.82;0.22;84.1;0.22;1.42;63.4;1.01;3.62
Marcos Mauro López Gutiérrez;CB;Cádiz;1825;0.07;0.25;0;0.2;0;84.7;0.1;0;0;0.05;2.32
Miguel Gutiérrez;FB;Real Madrid;316;0;0;0.06;2;2;88.9;1.14;1.43;45.5;0.57;4.86
Emmanuel Gyasi;W;Spezia;2851;0.21;0.22;0.13;1.86;0.91;83.3;0.88;1.17;71.2;1.61;3.91
Erling Haaland;FW;Dortmund;2407;0.77;0.23;0.2;2.32;0.64;73.5;0.86;1.05;65.1;0.86;3.93
Janik Haberer;CM;Freiburg;486;0.2;0.11;0.02;1.3;0.74;80.1;0.37;1.3;87.5;0.74;7.59
Alexander Hack;CB;Mainz 05;1370;0.02;0.04;0.03;0.72;0.13;77.1;0.39;0.46;87.5;0.26;3.82
Antwoine Hackford;FW;Sheffield Utd;11;1;0.14;0;0;0;100;0;0;0;0;20
Munir El Haddadi;FW;Sevilla;845;0.37;0.11;0.17;2.66;1.17;78.8;1.17;1.49;70;2.66;4.15
André Hahn;W;Augsburg;2037;0.24;0.13;0.08;1.42;0.53;56.1;0.75;0.97;52.4;1.55;4.56
Amadou Haidara;CM;RB Leipzig;1905;0.21;0.11;0.12;3.16;1.46;80.3;1.56;1.08;56.1;1.13;5.75
Massadio Haïdara;FB;Lens;2132;0.1;0.18;0.1;1.31;0.72;82.1;0.76;0.72;56.7;0.89;4.77
Achraf Hakimi;W;Inter;2665;0.16;0.12;0.23;2.53;1.69;82.5;1.22;1.22;53.7;1.11;4.9
Sébastien Haller;FW;West Ham;937;0.28;0.12;0.12;1.63;0.48;67.9;0.87;0.77;57.1;1.83;4.04
Marcel Halstenberg;FB;RB Leipzig;1651;0.06;0.09;0.14;2.9;1.09;87.8;1.48;0.93;73.9;0.71;4.64
Pierre-Yves Hamel;FW;Lorient;849;0.37;0.15;0.06;2.13;0.53;64.9;0.85;0.32;60;2.34;5.32
Romain Hamouma;FW;Saint-Étienne;1769;0.21;0.13;0.16;3.15;0.76;67.9;1.78;1.88;42;2.44;4.87
Samir Handanović;GK;Inter;3240;0;0;0;0.08;0;86.1;0;0;0;0;0.03
Lukáš Haraslín;W;Sassuolo;333;0.24;0.08;0.24;4.59;2.16;70.4;2.43;1.89;53.8;2.16;4.05
Amine Harit;AM;Schalke 04;2101;0.06;0.06;0.21;3.65;1.55;74.9;1.97;4.12;69.1;2.92;4.55
Rekeem Harper;CM;West Brom;32;0;0.04;0;0;0;81.3;0;2.5;100;0;0
Jack Harrison;W;Leeds United;2847;0.21;0.14;0.22;3.29;2.06;67.8;1.84;1.46;59;2.12;5.54
Marcel Hartel;AM;Arminia;1681;0.06;0.06;0.06;1.55;0.91;74.7;0.75;1.12;52.5;0.91;5.24
Makoto Hasebe;CM;Eintracht Frankfurt;2288;0.01;0.09;0.01;1.54;0.55;89;0.2;0.24;60;0.63;4.8
Hans Hateboer;FB;Atalanta;1762;0.16;0.12;0.08;1.99;1.17;87.1;1.02;0.26;38.5;1.02;3.47
Kortney Hause;CB;Aston Villa;630;0.17;0.24;0;0;0;78.2;0;0;0;0;2
Kai Havertz;AM;Chelsea;1520;0.37;0.18;0.09;2.78;1.12;86.1;1.01;1.3;47.8;2.25;3.49
Isaac Hayden;CM;Newcastle Utd;1942;0.02;0.04;0.02;0.79;0.14;79.6;0.23;0.46;55.6;0.79;4.68
Eden Hazard;W;Real Madrid;532;0.27;0.16;0.14;3.22;1.02;88.1;1.02;2.88;70.8;1.86;0.85
Thorgan Hazard;W;Dortmund;654;0.08;0.06;0.38;2.74;2.19;82.3;1.78;1.1;57.1;1.1;5.75
Jonas Hector;CM;Köln;1290;0.24;0.13;0.11;2.52;0.98;77.2;1.26;0.42;50;0.91;5.38
Michael Hector;CB;Fulham;263;0.03;0.09;0;0.69;0.34;79.4;0.34;0.69;100;0;3.79
Hwang Hee-chan;FW;RB Leipzig;460;0.31;0.16;0.18;2.16;0.2;66.7;0.78;2.16;55;2.75;8.24
Ahmed Hegazi;CB;West Brom;90;0;0;0;1;0;71.2;0;0;0;0;4
Dominique Heintz;CB;Freiburg;1369;0.02;0.06;0.03;0.39;0.26;85.8;0.2;0.53;88.9;0.26;3.75
Dean Henderson;GK;Manchester Utd;1125;0;0;0;0.08;0;75.2;0;0;0;0;0.08
Jordan Henderson;CM;Liverpool;1704;0.09;0.12;0.07;1.75;1.59;86.8;0.63;0.37;53.8;0.16;3.17
Jeff Hendrick;CM;Newcastle Utd;1422;0.07;0.1;0.04;0.89;0.32;80.5;0.25;0.63;55.6;0.95;3.04
Benjamin Henrichs;FB;RB Leipzig;540;0.03;0.05;0.1;1;0.67;74.9;0.5;0.33;100;0.67;5.33
Dalbert Henrique;FB;Rennes;373;0.02;0.04;0.12;1.71;0.24;86.7;0.98;0.24;33.3;0.98;5.12
Eduardo Henrique;CM;Crotone;924;0.12;0.15;0.01;1.17;0.39;82.6;0.29;0.97;71.4;1.36;3.11
Luis Henrique;W;Marseille;675;0.01;0.02;0.24;3.73;1.6;77.3;2.13;2.4;60;1.33;2.53
Christophe Hérelle;CB;Brest;1377;0.04;0.09;0;0.65;0.13;89.7;0.13;0.2;100;0.26;2.29
Jérôme Hergault;FB;Lorient;1625;0.02;0.06;0.01;0.77;0.33;77.8;0.33;0.61;44;0.88;3.48
Mario Hermoso;CB;Atlético Madrid;2578;0.04;0.06;0.01;0.87;0.56;84.6;0.31;0.38;64.7;0.38;2.69
Aridane Hernández;CB;Osasuna;2026;0;0.06;0.02;0.36;0.09;82;0.27;0.27;100;0.18;2
Lucas Hernández;FB;Bayern Munich;1597;0.05;0.16;0.07;1.36;1.13;84.7;0.73;1.24;66.7;0.85;5.25
Pablo Hernández;AM;Leeds United;427;0.26;0.08;0.15;4.26;2.77;74.2;1.28;1.91;75;0.43;4.04
Theo Hernández;FB;Milan;2933;0.11;0.08;0.16;2.42;1.41;81.2;1.2;1.99;61.9;1.04;3.74
Hernani;CM;Parma;2189;0.1;0.08;0.11;2.47;0.82;79.6;1.48;1.6;73.6;1.52;5.35
Ander Herrera;CM;Paris Saint-Germain;1851;0.06;0.06;0.13;2.52;1.07;90.9;1.26;0.78;69.6;0.78;6.12
Héctor Herrera;CM;Atlético Madrid;682;0.03;0.03;0.04;2.24;1.05;89.2;0.79;0.39;60;0.53;5.39
Sergio Herrera;GK;Osasuna;2958;0;0;0;0.06;0;55.2;0;0.03;50;0;0
