Player;Pos;Squad;Min;Expected Assists;Passes Completed %;Completed Passes into Final third;Yards Progressed From Passes;Shot-Created Dribbles;Successful Dribbles;Successful Dribbles %;Successful Pressures;Interceptions;Tackles Won;Fouls Made;Aerial Duels Won %
Nemanja Matić;CM;Manchester Utd;1106;0.03;90.5;6.75;355;0;1.22;83.3;4.55;1.46;1.22;1.14;70.4
Joël Matip;CB;Liverpool;691;0.13;88.4;3.9;335.6;0;0;0;3.12;0.52;1.43;1.3;68.6
Rabbi Matondo;W;Schalke 04;220;0.04;85;0.83;23.3;0;0.83;25;7.08;0.83;1.25;0.83;33.3
Ryder Matos;AM;Udinese;13;0;71.4;10;390;0;0;0;0;0;0;10;0
Henning Matriciani;FB;Schalke 04;24;0;60;3.33;240;0;0;0;6.67;0;6.67;0;0
Chrislain Matsima;CB;Monaco;352;0.03;89.7;6.67;397.9;0;1.03;80;2.56;0.26;1.03;0.51;50
Federico Mattiello;FB;Spezia;36;0;69;12.5;862.5;0;0;0;2.5;2.5;0;0;33.3
Neal Maupay;FW;Brighton;2512;0.13;77.4;1.15;48.9;0.36;0.86;58.5;5.23;0.43;0.65;1.04;27.7
Tony Mauricio;AM;Lens;502;0.25;80.4;3.57;240;0.36;1.25;63.6;6.25;0.36;2.14;3.57;33.3
Stephy Mavididi;W;Montpellier;2030;0.05;77.7;0.53;44.6;0.27;1.42;42.1;3.19;0.88;0.27;1.37;23.8
Konstantinos Mavropanos;CB;Stuttgart;1463;0.02;79.7;4.42;448.7;0;0.74;70.6;2.21;2.52;1.35;1.41;75.4
Eric Maxim Choupo-Moting;FW;Bayern Munich;820;0.18;80.9;0.99;44.4;0.22;1.98;75;4.18;0.33;0.66;0.55;44.1
Borja Mayoral;FW;Roma;1551;0;60;0;0;0;0.87;60;4.3;0.17;0.29;6.67;0
Borja Mayoral;FW;Real Madrid;23;0.1;80.1;0.99;39.9;0.23;0;0;3.33;0;0;0.58;20.5
Youssef Maziz;W;Metz;257;0.14;70.6;3.1;140;0.34;2.07;75;3.1;1.03;0.34;0.69;60
Antonio Mazzotta;W;Crotone;56;0;63.6;0;8.33;0;1.67;100;1.67;0;0;3.33;100
Kevin Mbabu;FB;Wolfsburg;1642;0.07;69.9;3.74;366.2;0;1.92;54.7;5.88;1.26;1.7;2.36;57.6
Kylian Mbappé;FW;Paris Saint-Germain;2380;0.17;78.6;1.4;77.7;0.72;3.33;46.6;2.16;0.27;0.19;0.87;46.7
Ibrahima Mbaye;FB;Bologna;428;0;80.8;1.88;233.1;0;0.63;42.9;2.5;0.42;0.63;0.63;60.9
Jean-Manuel Mbom;CM;Werder Bremen;1160;0.05;70.6;1.55;106.5;0.08;0.62;50;6.12;1.09;1.16;2.48;58.6
Nathanael Mbuku;W;Reims;2210;0.1;76.7;1.54;85.4;0.12;1.46;72;4.07;0.65;0.89;1.1;39.7
James McArthur;CM;Crystal Palace;1466;0.06;81.5;3.87;210.1;0;1.04;77.3;6.26;1.41;1.6;1.96;50
Oliver McBurnie;FW;Sheffield Utd;1324;0.07;62.9;1.43;71.5;0;0.61;42.9;4.22;0.54;0.48;1.63;54.3
Alex McCarthy;GK;Southampton;2700;0;64.3;0.23;381;0;0.07;100;0.03;0;0;0;0
James McCarthy;CM;Crystal Palace;821;0.03;77.2;2.86;143.5;0;0.33;60;4.62;0.88;0.88;0.66;46.7
John McGinn;CM;Aston Villa;3330;0.08;77.3;4.84;208.3;0.08;1.51;74.7;4.54;1.22;1.24;1.22;35.1
David McGoldrick;FW;Sheffield Utd;2397;0.05;74.5;1.8;76.2;0.26;1.69;57;3.95;0.45;0.6;1.65;41.4
Weston McKennie;CM;Juventus;1702;0.15;85.1;2.06;119;0.21;0.69;59.1;5.56;1.22;1.48;2.33;54.8
Dwight McNeil;W;Burnley;3069;0.19;68.9;2.17;162.5;0.06;1.94;57.9;4.05;1.11;0.65;0.35;42.3
Scott McTominay;CM;Manchester Utd;2129;0.04;87.3;4.6;241;0;0.93;68.8;4.51;2.15;1.22;1.98;59
Gary Medel;CM;Bologna;511;0.04;92.1;2.98;348.8;0;0.35;100;3.51;1.58;1.23;0.88;50
Facundo Medina;CB;Lens;2007;0.01;87.2;5.29;479.7;0;0.4;60;3.5;1.66;1.48;1.48;53.3
Nathan de Medina;FB;Arminia;639;0.08;66.5;1.83;224.1;0;0.7;50;7.18;1.13;2.39;1.41;17.4
Ben Mee;CB;Burnley;2693;0.01;75.1;1.71;233.5;0;0.1;60;1.67;1.17;0.8;0.5;69.2
Joshua Mees;W;Union Berlin;5;0;66.7;0;0;0;0;0;0;0;0;0;100
Admir Mehmedi;AM;Wolfsburg;820;0.22;78.5;3.85;153;0.11;0.99;75;8.68;0.66;1.32;2.2;19.2
Soualiho Meïté;CM;Torino;920;0.03;82;2.84;100.4;0.2;2.35;66.7;3.73;0.98;0.59;1.08;55.6
Soualiho Meïté;CM;Milan;588;0.06;84.6;4.46;150.6;0.31;2;81.3;7.23;1.23;1.85;2;61.9
Hannibal Mejbri;AM;Manchester Utd;9;0;100;10;250;0;30;100;10;0;0;0;0
Farid El Melali;W;Angers;414;0.02;75.5;1.3;129.6;0.43;4.78;57.9;5.43;1.52;0.87;2.17;10
Filippo Melegoni;CM;Genoa;389;0.09;83.5;2.33;190.7;0.23;2.09;60;4.88;2.09;0.7;0.7;75
Gonzalo Melero;CM;Levante;1853;0.08;89.1;4.37;183.1;0;0.78;61.5;4.03;1.02;0.92;1.21;44.3
Birger Meling;FB;Nîmes;2328;0.1;81.4;3.32;246.5;0.12;0.73;70.4;4.25;1.51;1.12;0.58;45.5
Arthur Melo;CM;Juventus;1157;0.07;94.4;6.67;359.1;0;1.24;88.9;4.81;1.24;1.16;0.85;16.7
Houboulang Mendes;FB;Lorient;1297;0.02;72.5;1.25;207.6;0;0.49;38.9;3.89;0.49;0.97;1.67;52.6
Pedro Mendes;CB;Montpellier;1626;0.01;84.5;2.21;302.8;0;0.17;100;3.43;1.44;1.33;1.27;42.9
Thiago Mendes;CM;Lyon;2243;0.06;88.5;6.95;312.7;0.04;0.6;68.2;5.66;1.61;1.53;1.08;54.2
Brais Méndez;W;Celta Vigo;2671;0.07;78.8;2.32;136.9;0.07;0.57;31.5;5.99;1.25;1.52;2.59;28.7
Édgar Méndez;W;Alavés;2090;0.06;57.3;0.52;70;0.13;1.12;54.2;4.27;0.69;0.91;2.28;51.7
Eñaut Mendía;FW;Eibar;61;0;45.5;0;48.6;0;0;0;2.86;0;1.43;4.29;0
Batista Mendy;CM;Nantes;76;0;83.3;1.25;125;0;2.5;100;3.75;1.25;1.25;3.75;100
Benjamin Mendy;FB;Manchester City;953;0.04;81.7;2.64;245.4;0.38;1.32;82.4;3.96;0.57;0.94;1.32;45.8
Edouard Mendy;GK;Chelsea;2745;0.1;82.8;1;439;0;0.03;100;0;0;0;0;0
Edouard Mendy;GK;Rennes;90;0;84.6;0.13;338;0;0;0;0;0;0;0.03;0
Ferland Mendy;FB;Real Madrid;2208;0.07;89.8;2.12;248;0.04;1.47;58.1;2.78;1.02;0.69;0.9;33.3
Nampalys Mendy;CM;Leicester City;1459;0.02;91.4;4.81;188.8;0;0.37;42.9;5.19;0.56;1.36;1.3;41.4
Hamza Mendyl;FB;Schalke 04;95;0;79.3;2.73;130.9;0;1.82;100;6.36;0.91;0.91;1.82;28.6
Levent Mercan;AM;Schalke 04;5;0;100;0;50;0;0;0;0;0;0;0;0
Jorge Meré;CB;Köln;1300;0.01;88.7;2.22;246.7;0;0.07;100;2.99;1.6;0.97;0.35;53.2
Alex Meret;GK;Napoli;1980;0;88.8;0.05;282.6;0;0;0;0;0;0;0;0
Mikel Merino;CM;Real Sociedad;2154;0.09;76.2;5.86;224.6;0.04;1.26;78.9;6.32;1.34;1.51;3.31;49.7
Martín Merquelanz;W;Real Sociedad;549;0.3;67.6;1.31;124.6;0;0.49;37.5;1.8;1.31;0.33;0.66;33.3
Yıldırım Mert Çetin;CB;Hellas Verona;418;0;79.7;2.17;183.9;0.22;0.65;42.9;3.04;2.83;0.87;1.3;69
Dries Mertens;FW;Napoli;1459;0.23;73.7;1.79;109.7;0.12;0.8;52;5.37;0.49;0.93;0.99;0
Roque Mesa;CM;Valladolid;1761;0.06;78.7;5.1;193.9;0.2;1.38;75;5.66;0.66;1.73;1.43;32.6
Illan Meslier;GK;Leeds United;3150;0;80.9;0.06;377.9;0;0;0;0.06;0;0;0.03;0
Lionel Messi;W;Barcelona;3023;0.32;82.3;7.71;310.9;1.16;4.38;64.5;2.92;0.21;0.48;0.65;52.2
Junior Messias;AM;Crotone;3215;0.08;73.7;1.76;118.8;0.56;2.61;60.4;4.54;1.06;1.18;0.98;31.4
Thomas Meunier;FB;Dortmund;1472;0.1;81.7;4.45;338.6;0.06;1.22;80;3.84;0.98;1.59;1.1;55.3
Mexer;CB;Bordeaux;712;0.01;88.8;2.15;294.4;0;0.63;83.3;2.53;2.53;0.38;1.27;68.6
Max Meyer;AM;Köln;351;0.03;83.1;4.36;167.7;0;0.77;100;5.64;0.77;1.28;0.51;30
Omenuke Mfulu;CM;Elche;789;0;88.7;1.7;110;0;0.11;25;5.8;1.14;1.7;1.48;50
Míchel;CM;Valladolid;946;0.08;79.8;3.81;247;0;0.57;85.7;4.95;1.24;1.24;1.52;45
Jonas Michel Dirkner;CM;Hertha BSC;16;0;50;5;215;0;0;0;25;0;5;0;0
Jonas Michelbrink;AM;Hertha BSC;39;0;73.3;0;97.5;0;0;0;20;0;0;0;100
Clément Michelin;FB;Lens;1154;0.25;72.9;1.8;300.9;0;0.31;57.1;2.19;1.09;1.25;1.8;51.2
Edouard Michut;AM;Paris Saint-Germain;2;0;0;0;0;0;0;0;0;0;0;0;0
Petar Mićin;AM;Udinese;15;0;88.9;0;20;0;0;0;5;0;0;5;0
Florian Miguel;FB;Nîmes;1538;0.01;82;3.1;323.9;0;0.12;50;2.75;2.05;0.82;0.99;56.7
Valentin Mihaila;W;Parma;698;0.09;68;0.77;57.6;0.64;1.79;53.8;2.95;0.51;0.38;0.64;6.7
Nikola Milenković;CB;Fiorentina;3034;0.01;87.1;3.32;284.9;0.03;0.27;75;3.15;0.89;1.19;1.66;77
Arkadiusz Milik;FW;Marseille;1220;0.09;73.2;0.81;28.4;0.22;0.51;53.8;3.46;0.51;0.66;1.03;45.2
Sergej Milinković-Savić;CM;Lazio;2746;0.21;78.1;4.52;245.3;0.03;0.82;54.3;4.82;1.21;1.51;1.87;54.6
Vanja Milinković-Savić;GK;Torino;450;0;67.6;1.2;430;0;0;0;0.2;0;0.2;0;0
Éder Militão;CB;Real Madrid;1133;0;90.5;2.3;340.4;0;0.16;50;3.25;1.67;1.03;1.19;78.3
Luka Milivojević;CM;Crystal Palace;2359;0.05;81.1;3.97;254;0.04;0.53;73.7;5.15;1.68;1.68;1.41;58.9
Luis Milla;CM;Granada;1253;0.15;77.8;2.73;181.6;0.07;0.72;83.3;6.55;1.51;1.15;1.15;55.2
Pere Milla;W;Elche;1981;0.08;73.5;1.23;51.5;0.09;0.77;56.7;5.45;0.82;0.95;1.41;43.5
Alejandro Millán;FW;Villarreal;2;0;0;0;0;0;0;0;1;0;0;1;0
Vincenzo Millico;W;Torino;21;0;90;0;220;0;0;0;5;0;0;0;0
Enzo Millot;CM;Monaco;41;0;76;2;134;0;0;0;6;2;0;2;50
James Milner;CM;Liverpool;1070;0.1;84.9;6.39;356.4;0.08;0.5;46.2;5.8;1.34;1.18;1.6;64.1
Santi Mina;FW;Celta Vigo;2412;0.06;74.1;0.67;40.9;0.11;0.34;42.9;4.18;0.37;0.71;2.35;44.8
Yerry Mina;CB;Everton;1937;0;90.9;2.28;296.1;0;0;0;2;0.6;0.56;1.02;71.6
Takumi Minamino;W;Southampton;711;0.06;72.4;1.39;67.5;0;0.63;41.7;5.7;1.01;0.25;0.89;26.7
Takumi Minamino;W;Liverpool;293;0;79.9;3.33;100.6;0.3;2.42;88.9;7.58;0;0.91;1.21;60
Tyrone Mings;CB;Aston Villa;3194;0.02;79.6;3.38;333.1;0.03;0.23;61.5;2;1.07;0.51;0.56;75.7
Óscar Mingueza;CB;Barcelona;1901;0.05;91.9;5.59;358.2;0;0.33;70;5.4;1.18;1.99;0.95;36.6
Rafa Mir;FW;Huesca;2877;0.06;59.3;0.63;35.4;0.06;0.53;63;3.09;0.31;0.28;1.91;48.2
Jorge Miramón;FB;Levante;1732;0.07;78.3;2.71;348.6;0.05;0.73;87.5;3.91;1.77;1.25;0.83;48
Aleksei Miranchuk;AM;Atalanta;675;0.33;78.7;4;166.9;0.27;2.13;61.5;6;0.8;1.33;2.13;53.8
Juan Miranda;FB;Betis;1652;0.07;75;3.15;288.8;0;0.27;45.5;3.91;1.47;0.82;1.25;44
Antonio Mirante;GK;Roma;1153;0;78.2;0.16;443.2;0;0;0;0.08;0;0;0;0
Tyrick Mitchell;FB;Crystal Palace;1710;0.02;70.2;2.63;289.8;0;0.79;68.2;5.21;1.58;1.53;0.42;55.2
Aleksandar Mitrović;FW;Fulham;1402;0.17;76;0.77;39.4;0.32;0.9;63.6;4.55;0.19;0.58;1.47;47.2
Stefan Mitrović;CB;Strasbourg;2784;0;90;1.42;268;0.03;0.06;100;2.94;0.97;0.78;0.68;63.2
Maximilian Mittelstädt;FB;Hertha BSC;1797;0.1;74.8;3.15;299.3;0.1;1.35;65.9;4.9;2.6;1.8;1.2;53.5
Henrikh Mkhitaryan;AM;Roma;2745;0.3;76.2;2.33;133.3;0.16;1.51;60.5;5.51;1.18;1.25;1.15;33.3
Jakub Moder;CM;Brighton;647;0.03;74.6;2.36;120.8;0.14;1.25;56.3;5.42;1.11;1.11;1.67;33.3
Anthony Modeste;FW;Saint-Étienne;293;0;58.3;0.4;17.2;0;0.3;50;4.55;0;0.3;0.4;57.1
Anthony Modeste;FW;Köln;221;0.03;57.4;0.91;17.9;0;0;0;3.6;0;0;1.52;46.7
Luka Modrić;CM;Real Madrid;2733;0.14;86.9;7.6;361.2;0.2;1.84;72.7;3.45;1.74;0.86;0.99;51.1
Terem Moffi;FW;Lorient;2073;0.17;71.1;0.74;35.8;0.3;1.09;50;3.04;0.52;0.22;1.3;32.7
Kevin Möhwald;CM;Werder Bremen;1555;0.06;84.4;3.76;180.4;0;0.87;68.2;3.64;2.37;0.87;1.21;85.2
Niklas Moisander;CB;Werder Bremen;1222;0;89.8;3.01;425.5;0;0.22;60;3.38;2.06;0.81;1.25;55.6
Dion Moise Sahi;ST;Strasbourg;94;0;76.7;2;57;1;4;66.7;4;1;0;0;40
Johan Mojica;FB;Atalanta;299;0.05;73.3;2.24;363.4;0.07;0.91;60;5.76;0.61;1.52;1.27;41.4
Johan Mojica;FB;Elche;1204;0.09;80.2;3.64;264.8;0;0.97;43.3;5;2.01;1.12;1.21;40
Guillem Molina;CB;Valencia;153;0;80;0;177.1;0;1.76;75;5.88;1.18;0;2.35;44.4
Jorge Molina;FW;Granada;1615;0.12;62.4;2.01;74.2;0.06;0.34;37.5;2.68;0.11;0.34;1.56;47.8
Nahuel Molina;FB;Udinese;1828;0.12;77.5;1.72;237;0.15;0.99;80;3.6;1.58;0.99;0.84;44
Salvatore Molina;W;Crotone;2315;0.11;78;2.02;190.5;0.08;1.09;58.3;4.4;0.78;1.05;0.97;52.3
Victor Mollejo;W;Getafe;72;0.13;70.6;1.25;93.8;0;2.5;50;2.5;0;1.25;0;33.3
Florent Mollet;CM;Montpellier;2355;0.13;83.3;3.47;183.8;0;0.65;48.6;2.33;1.11;0.5;1.34;22.2
Jayson Molumby;CM;Brighton;1;0;0;0;0;0;0;0;0;0;0;0;0
Alkhaly Momo Cissé;W;Stuttgart;38;0;72.2;2.5;87.5;0;0;0;2.5;0;2.5;5;0
Jon Moncayola;CM;Osasuna;2660;0.04;81.9;3.18;157.6;0;0.37;68.8;5.47;0.71;0.95;1.32;53.4
Gabriele Moncini;FW;Benevento;357;0.03;61.2;1.25;31.5;0.25;0.75;75;4;0.5;0.25;2.25;48.4
Thomas Monconduit;CM;Lorient;1153;0.09;79.8;4.69;248.4;0.23;0.63;47.1;5.78;0.94;1.95;1.8;45.7
Kévin Monnet-Paquet;W;Saint-Étienne;564;0.05;67.4;0.79;95.2;0;1.11;36.8;5.24;0.95;1.11;1.11;26.1
Nacho Monreal;FB;Real Sociedad;2082;0.05;80.9;1.77;280;0;0.35;57.1;3.85;1.39;0.87;1.13;58.2
Cristóbal Montiel Rodríguez;AM;Fiorentina;4;0;66.7;0;1;0;0;0;1;0;0;0;0
Lorenzo Montipò;GK;Benevento;3330;0;63.6;0.14;404.4;0;0;0;0.03;0;0;0.08;0
Ángel Montoro;CM;Granada;1362;0.11;69.5;5.17;277.2;0;0.13;50;3.11;0.99;0.86;1.52;36.4
Martín Montoya;FB;Betis;239;0.11;76.7;3.33;224.4;0;0.74;50;1.85;0.37;0.74;1.48;70
Emre Mor;W;Celta Vigo;500;0.04;76.6;0.89;43.2;0.36;3.04;60.7;5.18;0.36;1.25;1.25;26.7
Luca Mora;CM;Spezia;113;0;68.3;3.08;111.5;0;1.54;66.7;7.69;0.77;2.31;1.54;60
Wesley Moraes;FW;Aston Villa;18;0;100;0;0;0;0;0;10;0;0;0;0
Álvaro Morata;FW;Juventus;2014;0.21;74.8;1.34;57.5;0.18;1.21;64.3;3.93;0.4;0.54;1.65;50
Jan Morávek;CM;Augsburg;267;0;68.1;3.33;128.7;0;0;0;8.33;2.67;0.67;3;50
Jon Morcillo;W;Athletic Club;1363;0.19;61.6;1.32;156;0.07;0.79;44.4;3.11;1.46;0.46;1.39;44.4
Jérémy Morel;CB;Lorient;2493;0.01;84.7;1.55;304.7;0;0.22;42.9;2.42;1.48;0.83;0.76;52.3
Alberto Moreno;FB;Villarreal;193;0;84;1.9;181;0.95;1.43;75;3.81;0.48;1.43;1.43;0
Álex Moreno;FB;Betis;1786;0.11;78.3;2.12;269.8;0.25;1.06;58.3;4.14;1.31;1.26;1.11;44.7
Gerard Moreno;FW;Villarreal;2673;0.26;68.7;2.63;118.8;0.3;2.63;64.5;2.76;0.51;0.44;1.48;47.1
Tete Morente;W;Elche;2019;0.11;75.1;1.16;102.6;0.22;2.19;64.5;4.33;0.76;1.21;1.25;43.2
Mateu Morey;FB;Dortmund;829;0.07;84.2;3.8;345.8;0;0.43;44.4;3.59;1.74;0.76;1.3;50
Wes Morgan;CB;Leicester City;18;0;100;0;390;0;0;0;0;0;0;0;0
Raúl Moro;W;Lazio;11;0;0;0;0;0;0;0;20;0;0;0;0
Loren Morón;FW;Betis;991;0.04;70.1;1.27;58.9;0.36;0.91;43.5;3.45;0.64;0.82;1.36;37.5
Pedro Mosquera;CM;Huesca;2050;0.03;85.9;4.17;234.9;0;0.39;69.2;4.78;0.66;1.05;1.23;39.4
Aimen Moueffek;CM;Saint-Étienne;743;0.05;74.3;1.57;203.9;0.12;2.29;61.3;6.14;0.48;2.29;2.41;45.8
Youssoufa Moukoko;FW;Dortmund;422;0.15;76.9;0.43;26.2;0.43;2.34;64.7;6.17;0;0.43;1.91;28.6
Harold Moukoudi;CB;Saint-Étienne;2276;0.03;90.6;1.9;253.3;0;0.4;90.9;3.72;1.54;1.5;0.95;61.8
Jessy Moulin;GK;Saint-Étienne;2610;0;72;0.28;390.1;0;0;0;0.03;0;0;0;0
Steve Mounié;FW;Brest;2680;0.08;60.8;1.21;47.8;0.1;0.64;59.4;4.23;0.3;0.54;2.28;67.3
Mason Mount;AM;Chelsea;2890;0.24;82.3;4.49;230.6;0.31;1.56;63.3;6.42;1.12;1.4;1.59;28.8
Lucas Moura;W;Tottenham;1411;0.15;74.7;1.91;108;0.06;2.29;55.4;4.14;1.27;1.4;1.46;38.2
Lys Mousset;FW;Sheffield Utd;296;0.09;80;1.52;28.2;0.3;1.21;26.7;3.33;0;0;2.12;4.8
João Moutinho;CM;Wolves;2528;0.09;84.8;4.16;259.6;0;0.36;43.5;5.69;1.39;1.64;1.57;45.5
Samuel Moutoussamy;CM;Nantes;82;0;86.7;2.22;36.7;0;0;0;4.44;0;0;2.22;25
Loris Mouyokolo;CB;Lorient;19;0;50;0;0;0;0;0;5;0;5;0;0
Javi Moyano;FB;Valladolid;103;0;68.3;0.91;225.5;0;0;0;0.91;0;0;0;75
Nordi Mukiele;FB;RB Leipzig;1677;0.08;77.9;3.23;353.4;0;0.86;57.1;4.19;1.51;1.08;2.1;66
Benoît Mukinayi;CB;Monaco;2870;0.02;88.4;6.08;470.8;0;0.13;100;2.32;1.19;0.72;1.07;72.2
Mert Müldür;FB;Sassuolo;1672;0.03;79.8;2.53;236.8;0;1.24;56.1;2.74;1.24;0.97;1.08;43.9
Florian Müller;GK;Freiburg;2790;0;68.3;0.71;556;0;0.03;100;0;0.03;0;0.03;0
Sebastian Müller;FW;Arminia;4;0;0;0;0;0;0;0;0;0;0;0;0
Thomas Müller;AM;Bayern Munich;2674;0.39;74.1;3.2;176.1;0.17;1.18;70;7.41;0.61;1.11;0.74;39.1
Joel Mumbongo;FW;Burnley;40;0;83.3;0;0;0;0;0;2.5;0;0;2.5;0
Marshall Munetsi;CM;Reims;1928;0.01;84.6;2.01;144.9;0;0.56;80;3.36;1.59;1.31;1.4;63.6
Iker Muniain;AM;Athletic Club;1943;0.14;81.8;4.31;206.5;0.23;2.08;75;3.98;0.65;0.88;0.83;38.5
Aihen Muñoz;FB;Real Sociedad;1210;0.04;68.2;2.69;316.2;0;0.9;66.7;3.58;0.6;1.04;1.49;51.3
Joaquín Muñoz;W;Huesca;41;0;63.2;2;66;0;6;60;4;0;0;4;25
Luis Muriel;FW;Atalanta;1436;0.29;70.4;2.38;139.1;0.94;3.44;57.3;4.56;0.44;0.75;1.13;35.5
Jeison Murillo;CB;Celta Vigo;2699;0.01;90;1.63;269.8;0;0.17;71.4;3.83;1.1;1.03;1.5;54.4
Vedat Muriqi;FW;Lazio;832;0.03;70.5;1.3;42.8;0.11;0.65;54.5;4.02;0.22;0.33;1.52;55.1
Jacob Murphy;W;Newcastle Utd;1626;0.12;68.4;1.44;185.9;0.22;2.43;69.8;5.19;1.1;1.93;1.27;20.8
Nicola Murru;FB;Torino;569;0.02;67.5;2.86;269.8;0.32;0.48;30;4.76;0.95;1.75;1.9;47.6
Petar Musa;FW;Union Berlin;715;0.1;56.4;0.63;40.9;0;0.13;16.7;6.2;0.51;1.52;2.91;50.5
Mateo Musacchio;CB;Lazio;229;0;88.8;3.6;179.2;0;0.4;100;4.4;1.6;0;1.2;12.5
Mateo Musacchio;CB;Milan;34;0;95.5;7.5;507.5;0;0;0;7.5;2.5;0;2.5;0
Yunus Musah;W;Valencia;1530;0.05;74.7;0.59;51.3;0.29;1.59;48.2;4.06;0.47;0.65;1.24;42.9
Jamal Musiala;AM;Bayern Munich;881;0.09;84.8;2.45;118.1;0.61;3.78;61.7;8.47;2.24;1.53;1.22;26.9
Juan Musso;GK;Udinese;3147;0;75.1;0.17;382.2;0;0.03;100;0;0;0;0.11;100
Shkodran Mustafi;CB;Arsenal;47;0;85.4;4;420;0;0;0;4;0;2;2;100
Shkodran Mustafi;CB;Schalke 04;1037;0;79.8;2.87;322;0;0.09;25;3.13;2.35;0.7;0.7;62.2
Yoshinori Mutō;FW;Eibar;1122;0.09;67.6;0.72;38.5;0.24;1.36;68;4.56;0.4;0.8;2.24;41.2
Phillipp Mwene;FB;Mainz 05;1674;0.08;63.6;1.29;184.1;0.05;0.59;52.4;6.56;1.29;1.83;1.51;38.9
Joakim Mæhle;FB;Atalanta;1216;0.11;81.1;2.3;303.8;0.15;1.41;50;3.85;0.96;0.81;0.74;31.8
Obite N'Dicka;CB;Eintracht Frankfurt;2044;0.01;85.6;3.08;333.9;0;0.35;44.4;4.32;2.07;0.93;1.45;69.8
Kévin N'Doram;CM;Metz;307;0;86.8;2.65;168.2;0;0.59;50;4.71;0.88;0.59;1.18;60
Stanley N'Soki;FB;Nice;1246;0.01;86.8;4.64;432.6;0;0.29;44.4;3.62;1.67;1.81;0.8;71.1
Nacho;CB;Valladolid;1813;0.02;90.7;3.24;325.9;0;0.45;47.4;4.48;1.29;1.04;1.71;50.8
Nacho;FB;Real Madrid;2000;0.08;72.2;3.23;344.2;0;0.32;63.6;4.14;1.58;0.95;0.75;37.2
Yuto Nagatomo;FB;Marseille;1594;0.02;80.9;1.53;198.9;0;0.56;52.6;4.63;1.41;0.85;0.68;54.3
Kenny Nagera;FW;Paris Saint-Germain;2;0;100;0;6;0;1;100;0;0;0;0;0
Radja Nainggolan;AM;Cagliari;1841;0.08;76;3.37;153.8;0.2;1.41;47.5;4.54;1.41;1.66;1.02;47.1
Radja Nainggolan;AM;Inter;46;0;86.8;10;206;0;0;0;10;0;4;2;0
Marvelous Nakamba;CM;Aston Villa;749;0;85.7;1.93;114.5;0;0.24;66.7;7.47;1.33;1.69;0.84;50
Nahitan Nández;CM;Cagliari;2737;0.12;75.5;1.78;172.8;0.23;1.25;61.3;5.3;0.95;1.28;1.35;42.7
Nano;FW;Cádiz;9;0;33.3;0;30;0;10;50;10;0;0;0;0
Paul Nardi;GK;Lorient;2070;0;61.3;0.3;362.4;0;0;0;0;0.04;0;0;0
Matija Nastasić;CB;Schalke 04;1221;0;87.5;1.62;286.4;0;0.07;100;2.21;1.1;0.44;1.18;63.8
Roberto Navarro;AM;Real Sociedad;35;0;77.3;2.5;207.5;0;0;0;17.5;0;5;2.5;0
Ximo Navarro;FB;Alavés;2375;0.04;76.7;1.86;241.4;0.04;0.64;65.4;3.94;2.16;1.33;1.25;40.3
Jesús Navas;FB;Sevilla;2827;0.17;79.7;2.68;301.8;0.1;0.61;65.5;2.04;0.89;0.57;0.32;60.4
Keylor Navas;GK;Paris Saint-Germain;2520;0.01;87.2;0;348;0;0.04;100;0.07;0;0;0;0
Raúl Navas;CB;Osasuna;168;0;77.6;1.58;238.9;0;0;0;6.84;1.58;2.63;1.05;100
Papa Ndiaga Yade;AM;Metz;1001;0.18;68.9;0.9;87;0.45;2.43;64.3;3.78;0.72;1.08;2.97;41.5
Iliman Ndiaye;AM;Sheffield Utd;12;0;100;0;160;0;0;0;10;0;0;0;0
Wilfred Ndidi;CM;Leicester City;2176;0.06;88.1;3.31;191.9;0;0.45;55;7.56;2.56;3.02;2.19;59.8
Bridge Ndilu;FW;Nantes;42;0.2;61.9;2;68;0;4;50;10;0;0;2;33.3
Tanguy Ndombele;CM;Tottenham;2091;0.1;85.3;3.92;176.2;0.17;3.02;72.2;6.55;1.29;1.38;1.16;42.4
Dan Ndoye;W;Nice;551;0.02;73.6;0.66;47.4;0.33;1.97;52.2;5.25;0.49;1.15;2.62;27.8
Paul Nebel;W;Mainz 05;51;0;78.6;5;161.7;0;1.67;50;3.33;1.67;0;3.33;0
Álvaro Negredo;FW;Cádiz;2198;0.15;58;1.48;48.6;0.16;1.11;64.3;1.48;0.08;0.29;0.86;46
Reiss Nelson;W;Arsenal;71;0;56.7;2.5;117.5;0;1.25;50;7.5;1.25;0;2.5;0
Ilija Nestorovski;FW;Udinese;701;0.18;75.1;1.54;59.5;0.13;0.51;50;2.95;0.51;0.38;2.05;45.9
Neto;GK;Barcelona;630;0;87.9;0.14;341.4;0;0;0;0;0;0;0;0
Pedro Neto;W;Wolves;2550;0.22;78.8;1.2;116.7;0.46;2.61;60.7;3.36;1.02;0.64;0.85;33.9
Luca Netz;FB;Hertha BSC;309;0.03;77.5;1.76;195.3;0;1.47;55.6;4.41;0.59;2.06;0.59;55.6
Manuel Neuer;GK;Bayern Munich;2970;0.01;86.3;0.21;537.7;0;0.06;100;0;0.03;0;0.03;0
Florian Neuhaus;CM;Mönchengladbach;2622;0.08;83.6;4.85;303.8;0.17;1.58;68.7;4.3;1.58;1.07;0.79;45.2
