Player;Pos;Squad;Min;Goals;Non-penalty Expected Goals;Non-penalty Expected Goals/Shot;Aerial Duels Won;Aerial Duels Won %;Touches Inside Opposition's Penalty Box;Expected Assists;Completed Passes into Penalty Box;Successful Dribbles;Successful Dribbles %;Dispossessed;Successful Pressures
Raúl Albiol;CB;Villarreal;3115;0;0.02;0.08;1.88;58;0.35;0.03;0.14;0.14;55.6;0.09;2.28
Marc Albrighton;W;Leicester City;1746;0.05;0.07;0.06;0.77;31.9;2.27;0.23;2.16;1.55;50;2.01;6.65
Paco Alcácer;FW;Villarreal;1544;0.35;0.39;0.2;0.52;16.1;4.71;0.19;0.41;0.41;70;0.87;2.67
Pedro Alcalá;CB;Cádiz;909;0;0.01;0.05;1.88;52.8;0.3;0;0;0;0;0;1.58
Thiago Alcántara;CM;Liverpool;1854;0.05;0.07;0.06;1.65;59.6;0.87;0.11;1.31;1.36;66.7;0.87;6.55
Rubén Alcaraz;CM;Valladolid;2165;0.04;0.07;0.06;2.28;50;1.04;0.02;0.54;0.54;59.1;0.83;6.22
Omar Alderete;CB;Hertha BSC;1299;0;0.03;0.07;2.43;56.5;0.63;0.01;0.28;1.18;77.3;0.07;3.61
Toby Alderweireld;CB;Tottenham;2240;0.04;0.03;0.08;2.17;58.1;0.56;0.01;0.24;0.12;100;0.08;2.97
Iván Alejo;W;Cádiz;827;0.11;0.11;0.07;1.74;64;3.04;0.09;1.2;1.63;57.7;2.28;5.11
Carles Aleñá;CM;Barcelona;48;0;0;0.02;4;100;2;0;0;0;0;4;2
Carles Aleñá;CM;Getafe;1366;0.13;0.13;0.06;0.86;26;1.32;0.13;1.45;1.18;66.7;1.38;4.14
Rúnar Alex Rúnarsson;GK;Arsenal;16;0;0;0;0;0;0;0;0;0;0;0;0
Trent Alexander-Arnold;FB;Liverpool;3031;0.06;0.08;0.05;0.24;22.2;2.55;0.24;3;1.13;56.7;0.62;3.38
Alfon;W;Celta Vigo;34;0;0;0.05;0;0;5;0.25;2.5;2.5;50;5;2.5
Mohamed Ali Cho;W;Angers;348;0;0.36;0.14;1.54;35.3;5.9;0.03;0.77;1.28;35.7;3.08;10
Ezgjan Alioski;FB;Leeds United;2461;0.07;0.05;0.06;1.58;50;1.68;0.11;1.17;0.55;60;0.77;5.57
Rachid Alioui;FW;Angers;15;0;0;0;0;0;5;0;0;5;100;10;0
Alisson;GK;Liverpool;2970;0.03;0;0.1;0;0;0.03;0;0;0.09;100;0;0.03
Saturnin Allagbé;GK;Dijon;1080;0;0;0;0;0;0;0;0;0.17;100;0;0
Allan;CM;Everton;2051;0;0.01;0.03;0.26;31.6;0.13;0.04;0.66;1.23;65.1;0.96;8.38
Dele Alli;AM;Tottenham;620;0;0.2;0.11;1.45;43.5;3.33;0.13;1.3;1.45;45.5;2.61;8.41
Miguel Almirón;AM;Newcastle Utd;2429;0.15;0.12;0.1;0.3;28.6;1.89;0.1;0.96;1.33;56.3;1.59;4.22
Marcos Alonso;FB;Chelsea;960;0.19;0.16;0.08;2.52;58.7;4.3;0.1;0.75;0.65;50;1.31;3.83
Sergio Álvarez;CM;Eibar;1568;0;0.02;0.05;2.41;47.7;0.98;0.05;0.11;0.34;66.7;0.75;5.57
Yeray Álvarez;CB;Athletic Club;1948;0.05;0.02;0.05;3.52;63.3;0.79;0.02;0.19;0.37;80;0.09;2.13
Bruno Alves;CB;Parma;1632;0.06;0.02;0.03;2.49;86.5;0.99;0.01;0.11;0.11;50;0.06;2.04
Steven Alzate;CM;Brighton;896;0.1;0.07;0.1;0.6;30;1.6;0.05;0.6;0.8;61.5;1.4;5.4
Ibrahim Amadou;CM;Angers;1504;0;0.13;0.14;1.44;60;0.84;0.02;0.12;0.42;70;1.38;6.71
Romain Amalfitano;CM;Dijon;116;0;0;0.02;0.77;50;0;0;0;0.77;100;2.31;1.54
Emmanuel Amankwaa Akurugu;FB;Getafe;45;0;0;0;2;100;0;0;0;0;0;0;2
Daniel Amartey;CM;Leicester City;722;0.13;0.05;0.13;2.63;58.3;0.88;0;0.13;0.13;20;0.38;3
Jordan Amavi;FB;Marseille;813;0.11;0.02;0.05;2.44;64.7;1.11;0.03;0.67;1.44;54.2;1.33;1.89
Thierry Ambrose;FW;Metz;753;0;0.17;0.07;2.5;44.7;4.88;0.18;1.07;2.14;56.3;5;4.64
Wisdom Amey;CB;Bologna;2;0;0;0;0;0;0;0;0;0;0;0;1
Nadiem Amiri;AM;Leverkusen;1890;0.1;0.1;0.05;0.29;19.4;1.57;0.14;1.29;0.86;48.6;1.38;5.19
Ethan Ampadu;CB;Sheffield Utd;2089;0;0.01;0.05;2.84;68.8;0.39;0.04;0.69;0.39;69.2;0.3;4.35
Sofyan Amrabat;CM;Fiorentina;2441;0;0.01;0.05;0.59;30.8;0.44;0.02;0.55;1.48;72.7;1.99;5.68
Jon Ander Garrido;CM;Cádiz;800;0;0.04;0.07;2.36;39.6;0.79;0.01;0.11;0.34;75;0.79;6.63
Joachim Andersen;CB;Fulham;2730;0.03;0.04;0.08;2.86;100;0.73;0;0;0.23;100;0.2;2.18
Joachim Andersen;CB;Lyon;192;0;0.14;0.06;3.89;74.7;0.95;0.02;0.3;0;0;1.9;2.38
Djavan Anderson;W;Lazio;72;0;0;0;1.25;100;0;0;0;0;0;1.25;1.25
Elliot Anderson;AM;Newcastle Utd;4;0;0;0;0;0;1;0;0;0;0;0;1
Felipe Anderson;W;West Ham;3;0;0;0;0;0;1;0;0;0;0;0;1
Sebastian Andersson;FW;Köln;1126;0.24;0.38;0.12;6.48;54.4;4.56;0.02;0.24;0.32;57.1;1.28;3.12
Nícolas Andrade;GK;Udinese;180;0;0;0;0;0;0;0;0;0;0;0;0
Benjamin André;CM;Lille;2885;0;0.03;0.06;2.87;56.8;1.28;0.04;0.37;0.87;66.7;1.56;7.38
Robert Andrich;CM;Union Berlin;2526;0.18;0.09;0.06;1.85;65;0.82;0.08;0.53;0.64;72;0.53;5.87
Victorien Angban;CM;Metz;1672;0;0.02;0.05;0.54;32.3;0.54;0.03;0.48;1.18;71;1.72;4.73
Ángel;GK;Granada;90;0;0;0;0;0;0;0;0;0;0;0;0
Miguel Ángel Rubio;CB;Valladolid;135;0;0;0.03;6.67;58.8;0.67;0;0;0;0;0;2.67
José Ángel;FB;Eibar;901;0;0;0.01;1.7;48.6;0.4;0.09;1.4;1;83.3;1;3.2
Angeliño;W;RB Leipzig;2161;0.17;0.16;0.11;0.71;36.2;3.79;0.21;2.5;0.75;45;0.92;3.96
Davide Angelo Ghislandi;FB;Atalanta;5;0;0;0;0;0;0;0;0;0;0;0;0
Philip Ankhrah;FW;Hellas Verona;13;0;0;0;0;0;0;0;0;0;0;0;0
Cristian Ansaldi;FB;Torino;1947;0.05;0.04;0.06;0.32;30.4;1.48;0.23;1.85;1.57;54;1.02;3.75
Waldemar Anton;CB;Stuttgart;2711;0;0.04;0.1;2.13;57.1;0.9;0.01;0.3;0.33;58.8;0.76;3.22
José Antonio Miranda;W;Getafe;26;0;0.67;0.1;6.67;100;10;0;0;0;0;6.67;6.67
Michail Antonio;FW;West Ham;1974;0.46;0.52;0.18;2.88;35.2;5.94;0.11;0.55;2.15;58;2.6;2.97
Valentin Antov;CB;Bologna;232;0;0;0.02;0.77;28.6;0;0;0;0.38;100;0;3.08
Houssem Aouar;CM;Lyon;1781;0.35;0.44;0.12;0.35;30.4;6.92;0.2;1.26;2.53;58.1;2.73;4.04
Adil Aouchiche;AM;Saint-Étienne;1731;0.1;0.17;0.12;0.78;32.6;2.45;0.27;1.41;1.72;53.2;2.34;5.68
Dennis Appiah;FB;Nantes;1556;0;0.01;0.03;1.79;60.8;0.87;0.06;0.81;0.81;63.6;1.04;5.95
Aritz Arambarri;CB;Real Sociedad;26;0;0.33;0.14;3.33;50;3.33;0;0;0;0;0;6.67
Mauro Arambarri;CM;Getafe;2983;0.09;0.07;0.05;1.66;47.8;1.18;0.06;0.79;0.94;55.4;0.97;5.77
Charles Aránguiz;CM;Leverkusen;1669;0;0.04;0.17;0.7;36.1;0.76;0.04;0.81;0.54;76.9;1.08;6.92
Luiz Araújo;W;Lille;1496;0.24;0.22;0.07;0.54;28.1;3.07;0.16;1.39;2.53;56.8;2.23;4.34
Néstor Araujo;CB;Celta Vigo;2426;0;0.01;0.06;2.41;63.7;0.33;0.03;0.11;0.26;87.5;0.07;2.67
Ronald Araújo;CB;Barcelona;1510;0.12;0.1;0.13;3.21;77.1;0.77;0.01;0;0.24;80;0.12;3.51
Anaitz Arbilla;CB;Eibar;2807;0;0.04;0.05;2.63;59.4;0.45;0.03;0.48;0.9;93.3;0.45;2.31
Alphonse Areola;GK;Fulham;3240;0;0;0;0;0;0;0;0;0;0;0;0
Santiago Arias;FB;Leverkusen;90;0;0;0;0;0;2;0;0;0;0;0;5
Karim Aribi;FW;Nîmes;294;0;0.3;0.11;3.33;21.2;4.85;0.06;0.3;0.91;50;2.12;4.24
Unai Arietaleanizbeaskoa;FW;Eibar;47;0;0;0.02;0;0;0;0;0;0;0;2;4
Nicolò Armini;CB;Lazio;5;0;0;0;0;0;0;0;0;0;0;0;0
Stuart Armstrong;CM;Southampton;2764;0.13;0.1;0.05;0.26;25.8;2.15;0.09;1.3;1.82;57.1;2.28;4.59
Maximilian Arnold;CM;Wolfsburg;2585;0.1;0.07;0.04;1.39;54.1;0.49;0.17;0.91;0.49;82.4;1.08;6.48
Toluwalas Arokodare;FW;Köln;112;0;0.33;0.11;7.5;45;10.8;0;0.83;0.83;100;2.5;5.83
Sergio Arribas;W;Real Madrid;135;0;0;0.04;0.67;33.3;1.33;0;2.67;3.33;83.3;2;4
Kepa Arrizabalaga;GK;Chelsea;585;0;0;0;0;0;0;0;0;0;0;0;0
Tolgay Arslan;CM;Udinese;1818;0.15;0.05;0.05;0.64;59.1;1.19;0.01;0.79;1.73;76.1;1.14;6.14
Kwadwo Asamoah;W;Cagliari;224;0;0.04;0.03;0.8;66.7;0.4;0;0.8;0;0;0.4;1.6
Santiago Ascacíbar;CM;Hertha BSC;762;0.12;0.07;0.08;1.29;45.8;1.41;0.02;0.47;0.71;60;1.18;7.76
Sergio Asenjo;GK;Villarreal;3240;0;0;0;0;0;0;0;0;0;0;0;0
Marco Asensio;W;Real Madrid;1869;0.24;0.24;0.12;0.48;58.8;3.7;0.14;1.83;1.83;67.9;1.01;2.21
Kristoffer Askildsen;CM;Sampdoria;95;0;0;0.01;0.91;33.3;0.91;0;0;0.91;100;2.73;4.55
Iago Aspas;FW;Celta Vigo;2864;0.44;0.27;0.2;0.63;26.3;5.44;0.26;1.64;1.82;68.2;1.29;3.11
Roger Assalé;FW;Dijon;828;0.11;0.09;0.07;0.98;29;3.48;0.07;0.65;1.85;70.8;3.59;3.48
Miguel Atienza;CM;Eibar;838;0;0.02;0.04;2.8;60.5;0.97;0.01;0.43;0.32;100;0.54;6.99
Youcef Attal;FB;Nice;956;0.09;0.06;0.07;0.94;34.5;2.55;0.05;1.13;2.08;50;1.89;3.49
Pierre-Emerick Aubameyang;FW;Arsenal;2332;0.39;0.35;0.16;1.2;32.6;4.86;0.11;1.04;0.46;42.9;0.73;3.2
Emil Audero;GK;Sampdoria;3330;0;0;0;0;0;0;0.01;0;0;0;0;0.05
Tommaso Augello;FB;Sampdoria;3216;0.03;0.01;0.04;1.34;56.5;0.98;0.09;1.15;0.81;51.8;0.67;3.33
Jean-Kévin Augustin;FW;Nantes;36;0;0;0;0;0;0;0;0;0;0;0;10
Ludwig Augustinsson;FB;Werder Bremen;1957;0;0.04;0.05;2.26;63.6;1.61;0.13;1.34;0.32;50;0.41;4.52
Serge Aurier;FB;Tottenham;1605;0.11;0.08;0.1;2.19;51.3;1.35;0.11;1.12;1.01;51.4;1.12;6.29
Charlie Austin;FW;West Brom;138;0;0.13;0.07;4.67;35;2;0;0;1.33;50;2.67;4.67
Ezequiel Ávila;FW;Osasuna;202;0;0.32;0.09;1.36;27.3;3.18;0;1.36;0;0;3.18;1.36
Taiwo Awoniyi;FW;Union Berlin;1359;0.33;0.46;0.24;2.12;27.1;5.17;0.1;0.07;1.26;54.3;2.52;4.97
Mehmet-Can Aydin;W;Schalke 04;500;0;0;0.01;2.5;53.8;0.89;0.09;0.36;0.54;37.5;0.89;4.46
Jordan Ayew;FW;Crystal Palace;2096;0.04;0.1;0.09;1.33;22;2.7;0.03;0.6;1.93;52.3;3.39;6.82
Kaan Ayhan;CB;Sassuolo;796;0;0.06;0.1;1.7;48.4;0.68;0;0.23;0.34;75;0.11;3.86
Luke Ayling;FB;Leeds United;3399;0;0.04;0.06;1.85;51.5;1.83;0.07;0.93;1.01;62.3;0.69;4.95
Ramon Azeez;CM;Granada;101;0;0.18;0.08;3.64;80;2.73;0;0;0;0;0.91;4.55
César Azpilicueta;FB;Chelsea;2188;0.04;0.03;0.07;2.39;54.7;1.56;0.11;1.03;0.21;50;0.53;4.36
Ludovic Baal;FB;Brest;296;0;0;0;2.42;53.3;0;0.18;0.61;1.82;85.7;0.91;3.94
Carlos Bacca;FW;Villarreal;786;0.57;0.4;0.17;1.49;38.2;5.17;0.1;0.69;0.92;47.1;1.95;3.1
Loïc Bade;CB;Lens;2610;0;0.02;0.06;4.48;66.7;0.45;0.01;0.1;0.72;87.5;0.38;4.03
Milan Badelj;CM;Genoa;2408;0.04;0.02;0.03;0.67;56.3;0.52;0.1;0.86;1.08;76.3;1.19;4.74
Édgar Badía;GK;Elche;2700;0;0;0;0;0;0;0;0;0;0;0;0.03
Alex Baena;W;Villarreal;137;0;0.07;0.03;0;0;1.33;0.07;0.67;0.67;100;3.33;2
Miguel Baeza;AM;Celta Vigo;543;0.17;0.25;0.16;1.67;50;2.83;0.1;1;0.17;20;1.83;3.67
Stéphane Bahoken;FW;Angers;1616;0.33;0.37;0.12;1.11;24.4;4.33;0.08;0.44;0.78;48.3;2.17;4.11
Leon Bailey;W;Leverkusen;2141;0.38;0.29;0.11;0.88;36.2;4.87;0.26;1.43;3.66;56.9;2.02;3.11
Eric Bailly;CB;Manchester Utd;916;0;0.01;0.05;2.65;61.4;0.39;0;0;0.49;83.3;0.1;2.16
Stefan Bajic;GK;Saint-Étienne;90;0;0;0;0;0;0;0;0;0;0;0;0
Tiemoué Bakayoko;CM;Napoli;1964;0.09;0.05;0.07;2.02;55;0.83;0.04;0.37;1.01;81.5;0.92;5.64
Mitchel Bakker;FB;Paris Saint-Germain;1694;0;0.01;0.1;1.17;55;1.65;0.1;1.22;0.69;61.9;0.85;3.56
Ridle Baku;FB;Wolfsburg;2678;0.2;0.11;0.1;0.54;23.2;2.99;0.15;1.54;1.11;51.6;2.01;5.4
Ridle Baku;FB;Mainz 05;180;0;0;0;0.5;50;0.5;0;1;1;100;1;3
Dilane Bakwa;FW;Bordeaux;56;0;0.17;0.03;3.33;66.7;1.67;0;0;1.67;33.3;1.67;3.33
Fabián Balbuena;CB;West Ham;1198;0.08;0.05;0.08;1.95;60.5;0.75;0;0;0.15;66.7;0;3.38
Keita Baldé;W;Sampdoria;1197;0.53;0.44;0.13;1.43;30.2;6.62;0.13;0.6;1.05;53.8;1.65;3.68
George Baldock;FB;Sheffield Utd;2787;0;0.04;0.08;0.94;45.3;1.58;0.05;0.94;0.74;48.9;0.71;3.65
Gareth Bale;W;Tottenham;920;1.08;0.52;0.15;2.16;66.7;4.51;0.19;1.57;2.84;58;1.08;3.33
Mikel Balenziaga;FB;Athletic Club;1689;0;0;0.02;0.96;51.4;0.32;0.03;0.43;0.48;64.3;0.69;2.98
Leonardo Balerdi;CB;Marseille;1634;0.11;0.1;0.14;1.98;50;0.99;0;0;0.44;72.7;0.38;4.73
Fodé Ballo-Touré;FB;Monaco;662;0;0.03;0.1;1.49;47.8;2.7;0.09;1.49;0.54;40;1.08;4.73
Botond Balogh;CB;Parma;165;0;0;0;1.11;40;0.56;0;0;0.56;100;0;4.44
Abdoulaye Bamba;FB;Angers;1347;0;0;0.05;0.67;47.6;0.53;0.09;0.93;0.33;41.7;0.4;4
Jonathan Bamba;W;Lille;2985;0.18;0.13;0.07;0.45;30;2.68;0.15;1.42;1.63;47;2.71;4.19
Robson Bambu;CB;Nice;1046;0;0.01;0.03;1.38;41;0.26;0.01;0;0.26;75;0.78;3.53
Patrick Bamford;FW;Leeds United;3050;0.5;0.46;0.15;1.59;40;5.4;0.12;0.38;0.5;43.6;1.12;5.07
Mattia Bani;CB;Genoa;921;0;0.06;0.13;3.92;61.5;0.69;0.01;0.2;0.1;33.3;0.29;4.02
Mattia Bani;CB;Parma;1145;0;0.04;0.06;3.31;66.7;0.79;0.02;0.08;0.08;100;0;5.2
Simon Banza;FW;Lens;1372;0.33;0.34;0.14;3.36;45.5;5.07;0.08;0.66;0.79;50;2.24;3.42
Antonín Barák;AM;Hellas Verona;2765;0.23;0.19;0.13;2.28;42.7;2.9;0.09;0.94;1.01;64.6;1.11;4.85
Federico Barba;CB;Benevento;2659;0;0.03;0.08;1.25;52.1;0.98;0.06;0.51;0.14;50;0.31;3.08
Danilo Barbosa;CM;Nice;250;0;0.07;0.12;1.79;71.4;0.36;0;0.36;0.36;100;0.36;2.5
Barcia;CB;Granada;90;0;0;0;4;100;0;0;0;0;0;0;0
Melvin Bard;FB;Lyon;432;0;0.02;0.03;2.92;53.8;1.88;0.04;1.46;1.88;60;1.04;7.08
Enis Bardhi;W;Levante;1682;0.05;0.16;0.08;0.27;16.1;2.14;0.06;1.66;2.09;55.7;2.35;5.4
Phil Bardsley;FB;Burnley;274;0;0.03;0.03;1.67;50;0.67;0;2;0.67;100;0.67;3
Nicolò Barella;CM;Inter;2896;0.09;0.08;0.07;1.02;57.9;1.86;0.17;2.11;1.21;72.2;1.27;4.78
Philipp Bargfrede;CM;Werder Bremen;27;0;0;0;3.33;50;0;0;0;0;0;6.67;23.3
Kike Barja;W;Osasuna;1433;0.13;0.11;0.08;1.64;56.5;2.26;0.12;1.26;2.83;57;2.64;4.34
Ross Barkley;CM;Aston Villa;1531;0.18;0.19;0.08;1.47;50;3.88;0.21;1.59;2;72.3;2.24;3.41
Ross Barkley;CM;Chelsea;42;0;0;0.03;6;75;2;0.2;2;8;80;0;2
Aymen Barkok;AM;Eintracht Frankfurt;977;0.18;0.15;0.08;1.47;38.1;3.12;0.28;1.74;1.83;48.8;2.84;7.8
Ashley Barnes;FW;Burnley;1331;0.2;0.3;0.11;3.72;35.9;4.66;0.05;0.47;0.14;33.3;1.69;3.51
Harvey Barnes;W;Leicester City;1945;0.42;0.29;0.11;1.02;40.7;5.05;0.07;0.88;1.3;40.6;2.45;3.19
Marc Baró;FB;Cádiz;90;0;0;0.02;0;0;1;0.3;0;1;100;0;2
Antonio Barragán;FB;Elche;2235;0;0.02;0.12;1.21;57.7;0.36;0.04;0.6;0.36;56.3;0.24;1.65
Antonio Barreca;FB;Fiorentina;85;0;0.22;0.12;1.11;14.3;3.33;0;1.11;0;0;1.11;1.11
Leandro Barreiro Martins;CM;Mainz 05;2303;0.08;0.13;0.1;2.19;50.5;2.07;0.08;0.31;0.27;46.7;0.63;6.76
Ander Barrenetxea;W;Real Sociedad;1307;0.21;0.12;0.08;0.41;17.1;2.9;0.14;0.83;2.69;60.9;3.38;6.62
Jacob Barrett Laursen;FB;Arminia;1108;0;0;0.02;1.06;36.1;0.49;0.1;0.41;0.89;100;0.65;3.33
Musa Barrow;FW;Bologna;2921;0.25;0.25;0.09;0.86;26.7;4.43;0.16;0.98;1.11;46.2;1.94;3.69
Kyle Bartley;CB;West Brom;2584;0.1;0.07;0.15;3.87;66.9;1.39;0.01;0.1;0.1;75;0.17;2.65
Paolo Bartolomei;CM;Spezia;320;0;0.06;0.04;0.28;33.3;2.78;0.08;0.83;1.11;100;1.39;3.33
Marc Bartra;CB;Betis;1694;0;0.02;0.04;2.82;62.4;0.96;0.04;0.05;0.32;100;0.16;3.46
Daniele Baselli;CM;Torino;396;0;0.07;0.07;2.5;55;0.68;0.14;0.91;1.14;71.4;0.45;8.18
Chris Basham;CB;Sheffield Utd;2576;0;0.03;0.08;2.69;55;1.54;0.03;0.52;0.66;67.9;0.94;4.02
Toma Bašić;CM;Bordeaux;2601;0.14;0.11;0.07;0.93;46.6;1.38;0.06;0.62;0.73;60;0.97;4.22
Álvaro Bastida;CM;Cádiz;35;0;0;0;2.5;100;0;0;0;0;0;0;0
Alessandro Bastoni;CB;Inter;2922;0;0.04;0.11;1.85;63.8;0.55;0.06;0.52;0.22;70;0.31;2.68
Simone Bastoni;FB;Spezia;1522;0.06;0.08;0.06;1.42;45.3;2.07;0.2;1.54;0.83;51.9;1.18;4.5
Bastos;CB;Lazio;63;0;0;0;1.43;100;2.86;0;2.86;2.86;50;2.86;12.9
Michy Batshuayi;FW;Crystal Palace;728;0.25;0.17;0.11;1.36;32.4;3.33;0.17;0.49;1.48;70.6;3.58;2.59
Rodrigo Battaglia;CM;Alavés;2492;0.04;0.04;0.07;1.62;65.2;0.76;0.01;0.14;0.65;78.3;0.65;4.8
Cristian Battocchio;CM;Brest;355;0;0.13;0.11;0.26;25;0.51;0.05;0.26;1.03;80;0.51;2.56
Oliver Baumann;GK;Hoffenheim;2790;0;0;0;0;0;0;0;0;0;0;0;0.03
Julian Baumgartlinger;CM;Leverkusen;1072;0.17;0.12;0.19;2.1;65.8;0.84;0.03;0.5;0.59;100;0.67;6.97
Christoph Baumgartner;AM;Hoffenheim;2369;0.23;0.21;0.09;2.17;38;4.07;0.11;1.22;1.63;52.4;1.94;6.96
Jon Bautista;FW;Real Sociedad;370;0;0.24;0.08;5.37;45.8;5.85;0.05;0.24;0.49;50;2.44;5.12
Paul Baysse;CB;Bordeaux;2614;0.07;0.04;0.11;2.48;59.5;0.59;0.02;0.21;0.1;75;0.17;3.14
Noah Joel Sarenren Bazee;W;Augsburg;36;0;0;0;7.5;60;5;1.75;0;2.5;25;12.5;7.5
Ihlas Bebou;W;Hoffenheim;2200;0.37;0.37;0.2;2.54;40.8;5.9;0.2;1.31;2.09;65.4;3.16;4.75
Rodrigo Becão;CB;Udinese;2780;0.03;0.03;0.09;2.23;65.1;0.97;0.01;0.16;0.26;80;0.32;4.6
Sheraldo Becker;W;Union Berlin;1106;0.24;0.16;0.07;0.65;23.5;4.47;0.26;1.46;0.98;57.1;1.79;3.17
Timo Becker;CB;Schalke 04;1640;0;0.01;0.03;1.43;53.1;0.6;0.02;0.49;0.99;51.4;1.1;4.78
Jan Bednarek;CB;Southampton;3100;0.03;0.03;0.1;3.2;68.3;0.49;0.01;0.12;0.06;50;0.12;2.76
Donny van de Beek;CM;Manchester Utd;524;0.17;0.05;0.14;0.52;42.9;4.83;0.17;0.34;1.55;69.2;1.38;5.52
Valon Behrami;CM;Genoa;892;0;0.04;0.1;1.52;42.9;0.91;0.01;0.2;0.3;50;0.3;5.96
Brian Behrendt;CB;Arminia;79;0;0;0.02;2.22;40;0;0;0;1.11;100;0;3.33
Maximilian Beier;FW;Hoffenheim;10;0;0;0;0;0;0;0;0;0;0;0;20
Ishak Belfodil;FW;Hoffenheim;596;0;0.24;0.13;1.21;47.1;5.76;0.15;0.45;2.42;55.2;1.82;1.97
Erwan Belhadji;W;Dijon;30;0;0;0.03;0;0;3.33;0;0;3.33;100;0;10
Haris Belkebla;CM;Brest;2727;0;0.02;0.08;0.86;40;0.5;0.02;0.4;0.83;67.6;0.79;5.25
Stefan Bell;CB;Mainz 05;1266;0.07;0.03;0.06;5.74;73.6;1.06;0.09;0.14;0;0;0.28;4.04
Karim Bellarabi;W;Leverkusen;798;0;0.25;0.08;0.22;28.6;5.84;0.2;1.69;2.92;66.7;2.47;4.38
Jean-Ricner Bellegarde;W;Strasbourg;2086;0.04;0.12;0.11;1.03;35.8;2.63;0.07;0.82;2.16;61;2.76;5.43
Héctor Bellerín;FB;Arsenal;2089;0.04;0.03;0.05;1.38;47.8;2.16;0.1;1.25;0.69;51.6;0.39;2.67
Jude Bellingham;CM;Dortmund;1697;0.05;0.16;0.09;1.48;52.8;3.6;0.17;1.43;1.64;60.8;2.01;6.67
Andrea Belotti;FW;Torino;2888;0.4;0.31;0.1;2.43;39;5.02;0.21;1.25;1.59;54.3;1.93;3.12
Fran Beltrán;CM;Celta Vigo;1399;0.19;0.09;0.07;0.52;25;0.52;0.02;0.65;0.65;71.4;0.9;7.16
Sami Ben Amar;FW;Nîmes;7;0;0;0;10;100;0;0;0;0;0;0;0
Hatem Ben Arfa;AM;Bordeaux;1703;0.11;0.12;0.07;0.21;36.4;3.12;0.18;1.22;4.39;69.7;3.92;3.44
Salim Ben Seghir;W;Nice;7;0;0;0;0;0;0;0;0;10;100;0;0
Wissam Ben Yedder;FW;Monaco;2607;0.69;0.35;0.15;1.28;29.1;6.17;0.22;1.24;1.28;61.7;2.17;3.38
Ahmad Benali;CM;Crotone;1214;0;0.06;0.08;0.81;64.7;2.37;0.09;0.81;0.74;62.5;1.63;5.78
Samy Benchama;CM;Montpellier;42;0;0;0;0;0;0;0;0;0;0;0;6
Lars Bender;FB;Leverkusen;936;0.1;0.05;0.05;1.44;50;1.25;0.05;1.15;0.67;58.3;0.58;4.23
Sven Bender;CB;Leverkusen;1170;0;0.01;0.05;2.77;56.3;0.92;0.03;0.23;0.08;33.3;0.15;3.69
Darío Benedetto;FW;Marseille;1579;0.29;0.39;0.19;1.37;28.6;3.71;0.11;0.34;0.86;53.6;1.66;2.34
László Bénes;CM;Augsburg;660;0.14;0.05;0.05;1.64;46.2;1.1;0.08;0.68;0.41;42.9;1.23;5.07
László Bénes;CM;Mönchengladbach;150;0;0.06;0.03;0;0;1.18;0.24;0;0;0;0.59;2.94
Walter Benítez;GK;Nice;3420;0;0;0;0;0;0;0;0;0;0;0;0.05
Loris Benito;FB;Bordeaux;2651;0;0.01;0.06;1.56;59.7;0.44;0.05;0.34;0.2;60;0.41;3.12
Sergio Benito;FW;Valladolid;2;0;0;0;0;0;0;0;0;0;0;0;0
Bilal Benkhedim;AM;Saint-Étienne;73;0;0;0;0;0;3.75;0.25;0;2.5;100;1.25;11.3
Djamel Benlamri;CB;Lyon;149;0;0;0;1.18;66.7;0;0;0;0;0;0;4.12
Ismaël Bennacer;CM;Milan;1326;0;0.05;0.06;1.02;40.5;0.27;0.03;0.82;1.9;80;1.22;6.19
Saïd Benrahma;W;West Ham;1391;0.06;0.15;0.07;0.19;16.7;3.94;0.28;1.42;3.1;57.8;2.77;4.71
Yassine Benrahou;AM;Nîmes;1239;0;0.06;0.04;0.36;16.7;2.46;0.22;1.01;1.45;46.5;2.68;5.29
Ramy Bensebaini;FB;Mönchengladbach;1811;0.2;0.08;0.07;2.49;62.5;1.64;0.02;0.75;0.75;71.4;0.8;3.58
Josh Benson;CM;Burnley;264;0;0.07;0.09;0.34;20;1.03;0;0;1.72;62.5;2.07;4.14
Nabil Bentaleb;CM;Schalke 04;548;0;0;0;0.98;50;0.66;0.02;0.33;1.31;80;1.48;3.93
Rodrigo Bentancur;CM;Juventus;2324;0;0.03;0.04;1.2;54.4;0.58;0.1;0.74;0.97;64.1;0.89;6.12
Christian Benteke;FW;Crystal Palace;1816;0.5;0.4;0.11;10.4;58.3;6.29;0.05;0.69;0.79;55.2;1.34;2.77
Karim Benzema;FW;Real Madrid;2894;0.71;0.53;0.14;0.78;44.6;7.33;0.2;1.15;1.21;65;1.21;1.3
Yassine Benzia;AM;Dijon;407;0.44;0.07;0.08;0.67;30;1.78;0.07;0.22;2.44;68.8;1.78;5.33
Alessandro Berardi;GK;Hellas Verona;28;0;0;0;0;0;0;0;0;0;0;0;0
Domenico Berardi;W;Sassuolo;2475;0.62;0.31;0.08;0.4;26.8;4.55;0.19;3.53;1.09;52.6;1.53;5.02
Gaetano Berardi;FB;Leeds United;113;0;0;0.03;2.31;42.9;0.77;0;0.77;0;0;0;4.62
